frame,x_raw,y_raw,r,sig_raw,peak,mass,mean,std,A,x,y,sig_x,sig_y,phi,area,dist_err,sigx_to_sigraw,sigy_to_sigraw
0,460.0,325.0,2.0,2.0,104,1723,68.92,18.456261810019924,103.98641916997572,459.93795238820405,324.6116401690609,2.202159047589723,2.0983564656031612,22.85793680752359,14.517031598347215,0.3932852201858657,1.1010795237948614,1.0491782328015806
0,460.0,275.0,2.0,2.0,120,2106,84.24,21.94225147973653,124.38435561636237,459.7230864257839,274.5881604279037,2.303889822338746,2.1696368629230456,-14.720667290785553,15.703578505171524,0.4962791157500126,1.151944911169373,1.0848184314615228
0,421.0,525.0,3.5,3.5,104,4222,52.123456790123456,23.785763309146716,101.53299854845693,420.58678415502146,524.6012115887971,2.9005787461233195,3.0119717926205243,0.563422430590612,27.44640284453388,0.5742643393516946,0.8287367846066627,0.8605633693201498
0,420.0,475.0,4.0,4.0,189,9397,116.01234567901234,38.57700134496453,191.78481480017624,420.1843094913239,474.8594396123395,3.3676800335671815,3.551570082330932,1.7778860863404542,37.57518120934033,0.23179130952508667,0.8419200083917954,0.887892520582733
0,420.0,425.0,4.0,4.0,192,9070,111.9753086419753,38.09312024617996,187.6012451488519,420.19628158163243,424.9004676528729,3.2752150590934574,3.539919319581315,8.800640078667161,36.423616000334555,0.2200753221348442,0.8188037647733644,0.8849798298953288
0,420.0,375.0,2.0,2.0,182,3019,120.76,32.692849371078076,183.82452921793902,420.17299903234533,374.7626837304807,2.1846666319946615,2.0448715133645137,2.7272611174409933,14.034633405587797,0.2936795480978712,1.0923333159973307,1.0224357566822568
0,420.0,325.0,2.0,2.0,105,1798,71.92,17.26249112961394,105.25002065628719,420.07903984227727,325.0460615679899,2.08072243962893,2.3670722525170502,-0.055061189251991535,15.47303607526479,0.09148204585001622,1.040361219814465,1.1835361262585251
0,419.0,275.0,2.0,2.0,92,1536,61.44,17.552390150631908,93.27385392693522,419.39191190930234,275.2068530899796,1.9937807356447013,2.3270904270357105,-3.46095564242743,14.57607276717775,0.4431513798772391,0.9968903678223506,1.1635452135178552
0,381.0,425.0,2.0,2.0,153,2515,100.6,29.362561196189954,156.0377139385015,380.53281265355474,424.9971415768606,2.1333271199113955,2.039952557973332,-0.5687746142498563,13.67185344895123,0.46719609080278574,1.0666635599556977,1.019976278986666
0,380.0,525.0,3.0,3.0,171,5250,107.14285714285714,34.735149520980876,173.65428988513432,380.4635447725398,525.0182120939793,2.7313127616762523,2.8000698914253896,3.6304384319893646,24.026481614271198,0.46390239977402925,0.9104375872254175,0.9333566304751298
0,380.0,475.0,4.0,4.0,183,8616,106.37037037037037,36.93419053840253,178.9094176129106,380.4576495108484,475.06313767727625,3.323423341079491,3.488404592212893,5.397793233187862,36.421882411139464,0.4619842433153077,0.8308558352698727,0.8721011480532233
0,380.0,375.0,4.0,4.0,158,7696,95.01234567901234,32.180622122277285,157.87280575537676,380.15905839503915,374.9271677019792,3.205154924530184,3.704061941414231,-0.35363169098232144,37.297278179521456,0.17494032316027025,0.801288731132546,0.9260154853535577
0,380.0,325.0,4.0,4.0,114,5982,73.85185185185185,21.93543337414115,115.12074284159416,379.4881453765232,324.83771522022136,3.976721338549976,3.510083984137609,0.406612133063119,43.852316518258874,0.5369650876196316,0.994180334637494,0.8775209960344023
0,380.0,275.0,2.0,2.0,146,2414,96.56,25.852009593066455,147.1751038185201,379.87561637492405,274.862179065998,2.028553987056503,2.1705708823389314,0.5121825450947666,13.83281012835099,0.185649928726656,1.0142769935282514,1.0852854411694657
0,341.0,525.0,3.0,3.0,181,6078,124.04081632653062,32.711452892741086,185.5552484158881,340.7281158148165,525.0148003905013,3.0570615770319014,3.0151491532038013,4.821854250900506,28.957619682467147,0.27228672702116435,1.0190205256773004,1.0050497177346005
0,340.0,475.0,3.0,3.0,112,3735,76.22448979591837,22.67810713236532,117.12036415284963,340.55377417786224,475.0984185915505,2.7462133862141282,3.233779130366903,11.659573222912957,27.899377057820395,0.5624518283638019,0.915404462071376,1.0779263767889675
0,340.0,425.0,3.0,3.0,103,3457,70.55102040816327,19.68015806358645,106.43666208967745,340.3549819040435,425.10591352358165,3.1194853830179228,2.91491159296737,2.557448002711266,28.566577733626936,0.37044544358895515,1.0398284610059743,0.9716371976557899
0,340.0,375.0,3.0,3.0,124,3921,80.0204081632653,22.088402900403317,122.08948723081515,340.17290357872105,375.2286833393249,2.9088275345159644,3.0079183226397825,15.21818504644461,27.487414052285335,0.2866909786151879,0.9696091781719881,1.0026394408799275
0,340.0,325.0,2.0,2.0,135,2231,89.24,24.456132155351142,136.73052891061621,340.0369425571873,325.2759643223867,2.139603355425976,2.0462683447316263,0.30000790521634557,13.754529175891795,0.2784260400211963,1.069801677712988,1.0231341723658132
0,340.0,275.0,3.0,3.0,142,4652,94.93877551020408,26.833886711612337,145.21179377473138,339.80916225567745,275.26185267930055,3.1681638917019335,2.7647783484447666,-21.024969809760528,27.518061211094313,0.32401523160955503,1.056054630567311,0.9215927828149222
0,300.0,526.0,2.0,2.0,113,1959,78.36,23.165284371231017,119.1189528742966,300.5169497965402,525.5867967838835,2.098883003208154,2.2887546141315065,0.17729864418553093,15.091671250641419,0.6617960334966795,1.049441501604077,1.1443773070657532
0,300.0,475.0,3.0,3.0,176,5539,113.04081632653062,34.514096016314944,177.77786558942577,300.47988688892417,475.40453678047606,3.0070477079868456,2.7771257949373074,0.18030658889802875,26.235282405383966,0.6276475387661921,1.0023492359956152,0.9257085983124358
0,300.0,425.0,3.0,3.0,113,3295,67.24489795918367,21.5582084487603,109.79305586826477,300.33030751568737,424.8435319252748,2.6535845381031558,2.8051028390589794,0.27978218441295344,23.38468845802133,0.36549324662401755,0.8845281793677185,0.9350342796863265
0,300.0,375.0,3.0,3.0,118,3845,78.46938775510205,20.858221147093886,117.65805418330785,300.00473915840547,375.23778752277184,2.950963980594418,3.0984208906029074,-0.15245697576676062,28.724613471826448,0.23783474432546658,0.9836546601981393,1.0328069635343025
0,300.0,325.0,4.0,4.0,132,6271,77.41975308641975,25.173896041621017,126.50313783511481,299.7288979163036,325.2865831930874,3.4111906025005228,3.602600085168607,0.5112293490052298,38.60752081070781,0.3944949509749039,0.8527976506251307,0.9006500212921518
0,300.0,275.0,4.0,4.0,159,7455,92.03703703703704,35.135871875555026,161.8529493774375,299.65563267638987,275.4009952874284,3.2039897373033845,3.312880030072347,-7.246837820467682,33.346226674029225,0.5285698384415881,0.8009974343258461,0.8282200075180868
1,500.0,524.0,4.0,4.0,166,8482,104.71604938271605,32.91261702905537,167.0514762003201,500.4560022737221,523.7484831344004,3.458592227555843,3.8107029084948074,-3.2548982347473725,41.40514647174579,0.5207675175361483,0.8646480568889607,0.9526757271237019
1,500.0,475.0,2.0,2.0,137,2447,97.88,24.0355070676697,141.69900008364465,500.2473091994221,474.5726050912548,2.4225473583356156,2.183274159759027,-1.8031800518892322,16.616150731783264,0.4937896800664481,1.2112736791678078,1.0916370798795134
1,500.0,423.0,4.0,4.0,159,7699,95.04938271604938,33.26322302170672,160.02855438726908,500.4098413771359,423.14797917813814,3.3007354405145786,3.50944029460602,2.340187176926995,36.39137349974615,0.4357382144993392,0.8251838601286446,0.877360073651505
1,500.0,375.0,3.0,3.0,207,6837,139.53061224489795,38.501578043893915,213.03744096961054,500.141566698015,375.00529226259874,2.8169436109038797,3.096402538735123,0.003556097412502806,27.402200581480493,0.14166558520082326,0.9389812036346266,1.0321341795783743
1,500.0,324.0,4.0,4.0,137,6546,80.81481481481481,27.97843574864426,134.67128760713848,499.5713644555779,324.374244131308,3.3229769556877558,3.5821221695973837,-0.46727671102581164,37.39534943365666,0.5690229343009785,0.8307442389219389,0.8955305423993459
1,499.0,275.0,2.0,2.0,110,1943,77.72,18.841486140960324,112.82929859116301,499.22032072861765,275.2002882509656,2.0930491919774767,2.450706729177525,12.903134229775928,16.114641617876305,0.2977525934958126,1.0465245959887384,1.2253533645887624
1,462.0,525.0,2.0,2.0,98,1705,68.2,17.476841819962782,100.34850098321257,461.5844374948844,525.0437645117745,2.118963710465605,2.3612884803990406,0.16638788212583175,15.718910461414485,0.4178606563781798,1.0594818552328025,1.1806442401995203
1,461.0,423.0,2.0,2.0,180,3032,121.28,31.874152537753847,182.9026555804972,460.72668704397256,422.96981457526056,2.078217762388468,2.1963743824685893,8.453204030856412,14.339938696926547,0.27497478393328634,1.039108881194234,1.0981871912342946
1,460.0,474.0,3.5,3.5,130,5770,71.23456790123457,31.9696119621559,136.60443789177128,460.3098542194419,474.30201557598195,3.1092470073242384,2.897866231872437,-0.07907056089932547,28.30632129305875,0.43269278413402457,0.8883562878069252,0.8279617805349819
1,460.0,375.0,3.0,3.0,205,6339,129.3673469387755,39.110880514173026,205.4810452688555,460.0803418604469,374.69406676349604,2.7196916323114997,2.9166119736526515,0.16263797135341154,24.920008845916207,0.3163067494345548,0.9065638774371666,0.9722039912175505
1,460.0,324.0,2.0,2.0,120,2052,82.08,22.27809686665358,123.49470148525594,460.4303250713662,324.1731860949733,2.2183782345667233,2.1244965629476003,2.157077923748297,14.806128050743421,0.46386753555129595,1.1091891172833617,1.0622482814738001
1,460.0,275.0,2.0,2.0,127,2173,86.92,23.74349595152323,130.56260359218928,459.6407213580126,274.675925304583,2.317669264036912,2.0603116254327056,3.846795114789353,15.001484829303037,0.48384455230776435,1.158834632018456,1.0301558127163528
1,420.0,425.0,4.0,4.0,192,9757,120.45679012345678,41.266089083110494,199.47595151141175,420.4660819520177,424.5924140725703,3.61200141839847,3.3644518659006746,-0.30642380494271726,38.177905994254516,0.619159651653235,0.9030003545996175,0.8411129664751686
1,420.0,375.0,2.0,2.0,202,3432,137.28,36.371989222477225,206.00146599574518,420.0447658154531,375.4137160946082,2.132453646478664,2.2061381253645704,-9.013951790168035,14.77958270938821,0.4161309711750114,1.066226823239332,1.1030690626822852
1,420.0,325.0,2.0,2.0,99,1724,68.96,18.39017128794618,102.7000532533172,419.62939383443984,325.34687296692164,2.2683088834324754,2.153274400802726,-0.03324416003136479,15.344454142993209,0.507611844948702,1.1341544417162377,1.076637200401363
1,420.0,275.0,2.0,2.0,100,1685,67.4,19.845402490249473,103.57409790049569,420.29838382257554,274.45267932325913,1.96310964642174,2.3549988229119982,-6.602660442572506,14.52396267673891,0.6233721430757673,0.98155482321087,1.1774994114559991
1,419.0,526.0,3.0,3.0,113,3523,71.89795918367346,22.78492600334541,115.25919704379359,419.36058813625175,526.0622134056306,2.5881090453610356,3.035025951132104,0.19292093991154824,24.677141546571537,0.365915716860681,0.8627030151203452,1.0116753170440347
1,419.0,476.0,4.0,4.0,192,10009,123.5679012345679,39.493064955075354,199.7122822570056,419.30389471710106,475.98568034455985,3.719812970526943,3.4033780143439887,-0.20187971442456465,39.772342081933374,0.3042319043326279,0.9299532426317357,0.8508445035859972
1,381.0,476.0,4.0,4.0,190,9381,115.81481481481481,39.22147028272329,192.80273611033846,381.0200158433903,475.7793598239584,3.4911852501305556,3.3759990432086466,0.5727111789970131,37.02755891565232,0.22154620572310654,0.8727963125326389,0.8439997608021617
1,381.0,425.0,2.0,2.0,161,2575,103.0,31.4718922214728,164.64770805524813,381.24382852354387,424.76769077054666,1.9625986369006851,2.0233537027172948,0.3046445586239952,12.475362504537674,0.336778750788682,0.9812993184503426,1.0116768513586474
1,380.0,525.0,3.0,3.0,185,5893,120.26530612244898,35.82370410673214,188.95794504772553,380.40261235273294,524.8062804404125,2.8056543839006256,2.925244061271144,-19.67266565197919,25.78375407336812,0.4467929882394531,0.9352181279668752,0.975081353757048
1,380.0,375.0,4.0,4.0,186,8820,108.88888888888889,39.8831626963894,188.13582106127149,379.90171434274066,374.58075138562384,3.26018242645531,3.357631427707419,2.385193545400243,34.389415630042116,0.4306152239287751,0.8150456066138275,0.8394078569268547
1,380.0,324.0,4.0,4.0,130,5989,73.93827160493827,28.07104992561252,130.31492800369296,379.99550610757933,324.3252775821197,3.180002192112863,3.28218583200147,1.755711002219999,32.78992765766619,0.3253086234620023,0.7950005480282157,0.8205464580003675
1,380.0,275.0,2.5,2.5,137,2459,98.36,22.64487580005684,139.5835410173352,379.8661929776598,274.68943137074496,2.5937969836033083,2.1431570388603705,-0.11406353814612967,17.463844209898447,0.3381674033742846,1.0375187934413233,0.8572628155441482
1,342.0,475.0,3.5,3.5,122,5333,65.8395061728395,29.58038088141307,126.52326653200296,342.21152068565533,475.34546960779716,3.2997684672654395,2.7350972685424337,0.11282507308960356,28.353463443573517,0.40508054800449483,0.9427909906472685,0.7814563624406954
1,341.0,426.0,3.0,3.0,121,3843,78.42857142857143,24.547330375652432,124.69887482973765,340.5733613018584,426.30982520284647,2.935766299077776,2.744358558577291,2.203174454977745,25.311169142277024,0.5272686554981171,0.9785887663592586,0.9147861861924304
1,341.0,376.0,3.0,3.0,149,4513,92.10204081632654,31.863384973312513,153.59780534103038,341.5060066533948,375.75406794124234,2.7575224226129484,2.621121411903899,0.6143251023932784,22.706806729661587,0.5626058218723006,0.9191741408709828,0.8737071373012997
1,340.0,525.0,3.0,3.0,212,6598,134.6530612244898,41.9842297994544,216.06965119453176,340.38770059861196,525.1015154335531,2.917696683254407,2.6717567307385206,-0.04751789348622443,24.48989519363343,0.40077067933364,0.9725655610848024,0.8905855769128402
1,340.0,326.0,2.0,2.0,126,2170,86.8,20.86911593719293,126.78508635899632,339.925421377126,325.8722753426662,2.3276126498075485,2.1260401764032655,3.626878757038824,15.546479149372114,0.14790388460352874,1.1638063249037742,1.0630200882016327
1,340.0,275.0,3.0,3.0,162,5002,102.08163265306122,33.19013668011399,165.5007390869809,340.2682035605339,274.64147063374554,2.895550262914317,2.645865829886109,-0.2868902703002148,24.06848744540459,0.44774597301358315,0.965183420971439,0.881955276628703
1,301.0,525.0,2.0,2.0,115,1987,79.48,19.308278017472194,116.43154293392769,300.90705294263864,525.1787947752289,2.166584154819424,2.268966639998095,-2.3164321386732243,15.443777851107388,0.20151110917584958,1.083292077409712,1.1344833199990474
1,301.0,426.0,3.0,3.0,113,3735,76.22448979591837,21.12090105735041,115.23988035144492,300.64602237093624,425.65017522566814,2.890098658615282,3.153544092585624,7.124484453092971,28.63264368296574,0.49767211556801433,0.9633662195384273,1.0511813641952081
1,301.0,376.0,3.0,3.0,125,4001,81.65306122448979,23.81266257250898,127.07731791382002,301.2162839761701,376.2515189934944,2.9782668687990284,2.801766085397394,1.958576264674043,26.21472806360084,0.33172362357296936,0.9927556229330095,0.933922028465798
1,301.0,277.0,4.0,4.0,168,8367,103.29629629629629,34.70348630312552,170.92275318668857,301.0999431394964,276.67252752973604,3.2444264123985134,3.7077080299227583,3.656622941203813,37.79143025045016,0.3423840678436687,0.8111066030996283,0.9269270074806896
1,300.0,476.0,3.0,3.0,208,6473,132.10204081632654,40.740715681028675,211.2800378661442,299.7231781393223,476.10418553077886,2.8880696650243474,2.703213931180697,-0.08501081888335493,24.526634237827025,0.2957785782857729,0.9626898883414491,0.9010713103935656
1,300.0,324.0,4.0,4.0,147,7485,92.4074074074074,31.245257527660446,152.75106810114747,299.766070024204,324.4010357440494,3.6381760225833015,3.3283510953907345,0.02117367276789777,38.041944895791524,0.4642767510668407,0.9095440056458254,0.8320877738476836
2,501.0,424.0,4.0,4.0,151,7772,95.95061728395062,34.251755378849424,161.26466318072767,500.6494308066938,423.48572275345737,3.3580780275588626,3.5068680082477117,-6.502045406981294,36.99645193315218,0.6223984620858666,0.8395195068897157,0.8767170020619279
2,500.0,524.0,4.0,4.0,170,8741,107.91358024691358,34.01132619296187,172.48804966051438,500.002535915422,523.5171724285498,3.6799411502838804,3.550098736220523,24.116810850029896,41.04225157319028,0.4828342309939865,0.9199852875709701,0.8875246840551307
2,500.0,375.0,3.0,3.0,208,6787,138.51020408163265,39.44312487567828,213.24047319934814,500.2449157363073,375.3212372619475,2.869990515222844,3.0057842919243107,-0.380864909094074,27.101176504607967,0.40395184905439097,0.9566635050742813,1.0019280973081035
2,500.0,325.0,4.0,4.0,138,6748,83.30864197530865,30.93507417487716,143.99091880750174,499.626828565968,324.77689734153546,3.4891420443381813,3.1529783547848593,-3.4139884200522395,34.56125561936221,0.4347777770211184,0.8722855110845453,0.7882445886962148
2,499.0,473.0,2.5,2.5,134,2416,96.64,20.753563549424467,136.1200293067164,499.00431694735994,473.1342190998398,2.3974290374561296,2.2931253257039628,-3.384914737920568,17.27123624176232,0.13428850582353513,0.9589716149824519,0.9172501302815851
2,499.0,275.0,2.5,2.5,114,2089,83.56,18.046783646954935,116.26770108404433,499.25453476286697,275.2702212984061,2.527461957643604,2.323029630236808,-5.164540715140607,18.445449770015372,0.3712243198121981,1.0109847830574417,0.9292118520947232
2,462.0,525.0,2.0,2.0,99,1737,69.48,17.426692170346037,101.13335732899685,462.2526852328635,524.6378930986093,2.368784167564651,2.1821056949138344,-0.6135439716459183,16.238695832023357,0.44155547210066326,1.1843920837823254,1.0910528474569172
2,461.0,424.0,2.0,2.0,173,3068,122.72,28.84235773996294,176.42289661201517,460.92733748253363,423.63974699103784,2.3551380360936283,2.2433278134967938,-3.4218053284738996,16.598123056543937,0.3675079208817699,1.1775690180468141,1.1216639067483969
2,461.0,375.0,3.0,3.0,176,5818,118.73469387755102,32.54057154284264,180.15158597969278,461.38573469700844,375.1074877751857,3.086368051194975,2.9011737157218715,-3.529976428987551,28.13010294628596,0.4004308658065285,1.028789350398325,0.9670579052406238
2,461.0,325.0,2.0,2.0,110,1863,74.52,19.930117912345626,112.20839350801863,460.6313693373432,325.02469848526977,2.090311362798147,2.2200982940104144,-3.65186625073402,14.57917863040934,0.36945714315116657,1.0451556813990734,1.1100491470052072
2,460.0,473.0,3.5,3.5,140,5903,72.87654320987654,32.73627606748592,141.80515411588397,460.113762102323,472.8527314758983,2.793343110102066,3.1147688951936976,0.04452602063412323,27.333798322323677,0.18609092969848345,0.7980980314577331,0.8899339700553421
2,459.0,275.0,2.5,2.5,127,2269,90.76,20.850477212764222,128.34599899302597,459.4454253797469,274.8521233483405,2.2749080597400053,2.4883953935429255,0.6720988690111892,17.784149918994796,0.46933066491407294,0.9099632238960021,0.9953581574171702
2,422.0,476.0,4.0,4.0,207,10078,124.41975308641975,45.319950148036526,213.35116774189967,421.6390184624171,476.30638019005346,3.387879204263633,3.296910286018303,3.5401858435247653,35.09012531855525,0.47347279893666566,0.8469698010659082,0.8242275715045757
2,421.0,275.0,2.0,2.0,93,1632,65.28,15.616709000298366,94.42225476575736,420.73316618676193,275.1223549789194,2.141250075795352,2.412222509061717,-14.664767560672836,16.226865248480877,0.2935490159301135,1.070625037897676,1.2061112545308585
2,420.0,425.0,4.0,4.0,193,9823,121.27160493827161,39.112693258933,196.60660216644712,419.87383932046407,424.87093549694714,3.5039012803733622,3.5693593029526847,1.418040649756692,39.29090227661727,0.18048313774214145,0.8759753200933406,0.8923398257381712
2,420.0,375.0,2.0,2.0,180,3103,124.12,32.78453293856723,184.35893360717256,420.48400667505,375.0019942222902,2.142864838685698,2.288483651018874,7.185538268367723,15.406091241677366,0.4840107833669721,1.071432419342849,1.144241825509437
2,420.0,326.0,2.0,2.0,99,1707,68.28,17.11027761317741,100.43523736814267,420.28683271267823,326.1631121478114,2.1477477431956054,2.2900952500324867,3.629529056613796,15.452070822959932,0.32996754056421057,1.0738738715978027,1.1450476250162434
2,419.0,527.0,3.5,3.5,112,4817,59.46913580246913,26.450553178538506,114.64837780415706,418.8196143336758,526.7928446190049,2.8728309169594883,3.074164440886386,3.91252932195261,27.745147206947227,0.274685894232763,0.8208088334169966,0.8783326973961103
2,382.0,525.0,3.0,3.0,182,5795,118.26530612244898,34.497427002665695,183.5740640484488,381.53329564235224,524.9264175292845,2.81933249157493,3.0115158738074825,6.724941228491605,26.673581061873605,0.4724694037120239,0.9397774971916433,1.0038386246024942
2,382.0,426.0,2.0,2.0,148,2479,99.16,25.04345024153022,148.2215290191123,381.9428307667107,425.9801218942705,2.2364487380055134,2.0653024084867018,9.952915906792795,14.510837286382223,0.06052652577407548,1.1182243690027567,1.0326512042433509
2,381.0,476.0,4.0,4.0,182,9005,111.17283950617283,37.93327153658209,185.46916779750808,380.8775761246455,475.89408081107143,3.2765133676522944,3.586213001910833,0.0759744941224512,36.91457711503422,0.16188415561784605,0.8191283419130736,0.8965532504777083
2,381.0,326.0,4.0,4.0,131,6285,77.5925925925926,27.89299561520015,132.44532358895572,380.9323605323477,325.4781618072462,3.1848002538833398,3.547715139492596,24.577973589575933,35.496114218827415,0.5262035699240952,0.7962000634708349,0.886928784873149
2,381.0,274.0,2.0,2.0,148,2529,101.16,25.38768205252303,149.29209828076094,380.7401942384315,274.174249152248,2.0889633412149853,2.337913315320207,0.057565750206901904,15.342957987243947,0.31282870840659144,1.0444816706074926,1.1689566576601036
2,379.0,375.0,4.0,4.0,170,8303,102.50617283950618,34.686291972261046,170.27992656004162,378.7143982084612,374.7981642526152,3.6143732427811432,3.293783783575722,-0.1671302822172991,37.40054736467925,0.34972282203560395,0.9035933106952858,0.8234459458939305
2,342.0,476.0,3.0,3.0,133,4169,85.08163265306122,24.843047509903894,133.50594564907001,341.8251718682545,476.01817672115754,2.9768994178117683,2.73126229588485,-0.16985293063950763,25.543325832538606,0.17577050048762688,0.9922998059372561,0.91042076529495
2,342.0,376.0,3.0,3.0,131,4168,85.06122448979592,25.30822901041244,133.21210832610302,341.7741811315508,375.55676446675454,2.975893672623922,2.794617800780917,-0.17621845364812014,26.127009532918528,0.4974453731607778,0.9919645575413073,0.9315392669269723
2,341.0,526.0,3.0,3.0,195,6178,126.08163265306122,37.322005728794345,197.93705353250016,340.70331717120513,525.952745980406,2.7894412431970164,2.9259642629321587,0.036312009434798356,25.64106785684606,0.3004224413546972,0.9298137477323388,0.9753214209773863
2,340.0,427.0,3.0,3.0,106,3447,70.34693877551021,20.932886946979558,109.7906096897105,340.2060925186672,426.6526011225447,3.0857261358806416,2.7161826661995305,-19.299640303573476,26.33093160693877,0.403930818715042,1.0285753786268805,0.9053942220665102
2,340.0,326.0,2.5,2.5,136,2392,95.68,21.374227471419875,136.49044904568072,340.06847646727334,325.82396754964964,2.352159781021341,2.254214208819913,5.189266382222324,16.657578761884682,0.18888210647541484,0.9408639124085363,0.9016856835279652
2,339.0,274.0,3.0,3.0,152,4833,98.63265306122449,28.93038363110484,153.9797650628513,338.89487177242523,274.373251060084,2.7830134921645215,2.9896286820014093,1.8452710908237495,26.138606809616732,0.387773513905775,0.9276711640548405,0.9965428940004698
2,302.0,525.0,2.0,2.0,119,2068,82.72,20.26330673902954,120.83936521584953,301.66985460487786,524.8549500868254,2.2347805401775993,2.25059006155982,-0.300564249361444,15.800875473239111,0.36060429730151145,1.1173902700887997,1.12529503077991
2,302.0,377.0,3.5,3.5,117,4898,60.46913580246913,28.586488399351346,120.27494884086404,302.3234944547252,376.70859941538225,2.793946664213746,3.0182712399589535,-5.396620376689797,26.492701699206705,0.43538828986725536,0.7982704754896417,0.8623632114168439
2,301.0,426.0,3.0,3.0,115,3556,72.57142857142857,23.51551810691686,116.26806686457289,300.4673206293154,425.5593485069184,2.5861444311542257,3.123390759258951,32.03903787896283,25.376339124170872,0.6913183422331423,0.8620481437180753,1.041130253086317
2,300.0,324.0,4.0,4.0,137,6812,84.09876543209876,26.885952520234177,135.5593671175226,300.1956834332466,324.09314035087914,3.3496678716921093,3.802419025327412,1.8868287286629837,40.01396562498176,0.21671901395369125,0.8374169679230273,0.950604756331853
2,300.0,277.0,4.0,4.0,157,8019,99.0,32.51552335822475,162.14999972831453,299.88530225410517,277.20159284656773,3.6681843073833726,3.3420657570271017,0.05933104631516172,38.513768174613574,0.23193802771567504,0.9170460768458432,0.8355164392567754
2,299.0,477.0,3.0,3.0,193,6223,127.0,37.05979723944225,197.53272433003693,299.4041376675837,476.8465872461763,2.996590052443706,2.811672766772181,-3.4107814697233256,26.469271013378403,0.432276216551152,0.9988633508145687,0.937224255590727
3,501.0,423.0,4.0,4.0,146,7082,87.4320987654321,31.956737063463343,149.4763818373295,500.53634574962206,423.49271384269264,3.2999416142445925,3.4359130066964414,-0.8146018454400128,35.62035866889524,0.6765664746900166,0.8249854035611481,0.8589782516741103
3,500.0,376.0,3.0,3.0,210,6552,133.71428571428572,41.8919893954704,214.2770596261732,500.01666054312886,375.55909462877804,2.9002184850099773,2.7050811575760934,0.08061386181768926,24.646819709911608,0.4412200358888092,0.9667394950033258,0.9016937191920311
3,500.0,274.0,2.0,2.0,124,2183,87.32,21.417226711224775,127.03873940063339,499.66974131477605,274.2356069253616,2.2000923839916307,2.3315529551914334,33.19609462904401,16.115213891371333,0.4056863596969928,1.1000461919958153,1.1657764775957167
3,499.0,524.0,4.0,4.0,177,8607,106.25925925925925,37.3054716728693,179.5337131774314,499.44330514450826,523.7746717209433,3.3658172639510715,3.419602369590139,-1.946338967783027,36.1589670663537,0.49728491279160414,0.8414543159877679,0.8549005923975348
3,499.0,473.0,2.0,2.0,147,2521,100.84,25.16772536404512,148.70439045831648,498.88999143345535,472.70957836456944,2.260320254498303,2.155824985995098,0.4515611631578498,15.308525096153238,0.3105585468786374,1.1301601272491515,1.077912492997549
